No,コスチューム名,レアリティ,星,Normal Slot 1,Normal Slot 2,Normal Slot 3,Normal Slot 4,Normal Slot 5,Normal Slot 6,Normal Slot 7,Normal Slot 8,Normal Slot 9,Normal Slot 10,Special Slot 1,Special Slot 2
20,ヴィランコスチューム〈ヒーローライク〉,R,1,Rapid,Assault,Rapid,Technical,Support,Assault,Support,Rapid,Assault,Technical,Support,Strike(V)
21,ヴィランスーツ〈ファンシー〉,R,1,Assault,Support,Rapid,Technical,Technical,Assault,Technical,Rapid,Rapid,Technical,Support,Rapid(H)
22,敵<ヴィラン>連合スーツ,PUR,3,Strike,Rapid,Technical,Assault(H),Strike(V),Assault,Rapid,Support,Support(H),Assault(H),Rapid,Support(V)
23,敵<ヴィラン>連合スーツ〈ヒーローライク〉,PUR,3,Rapid,Support,Support,Strike(V),Support(H),Support,Strike,Assault,Support(V),Technical(H),Assault,Strike(H)
24,敵<ヴィラン>連合スーツ〈ヒート〉,PUR,3,Support,Technical,Strike,Support(V),Assault(H),Technical,Rapid,Rapid,Strike(H),Assault(H),Strike,Rapid(V)
25,敵<ヴィラン>連合スーツ〈コンバット〉,PUR,3,Strike,Support,Strike,Assault(H),Strike(H),Support,Technical,Assault,Technical(V),Rapid(H),Rapid,Assault(H)
26,敵<ヴィラン>連合スーツ〈ファンシー〉,PUR,3,Assault,Technical,Assault,Strike(V),Assault(H),Support,Assault,Support,Assault(H),Strike(H),Support,Technical(H)
27,敵<ヴィラン>連合スーツ〈デンジャラス〉,PUR,3,Support,Rapid,Strike,Rapid(H),Rapid(V),Rapid,Assault,Rapid,Strike(V),Technical(V),Technical,Support(V)
28,覚醒,PUR,3,Support,Strike,Technical,Rapid(V),Strike(V),Support,Assault,Support,Strike(H),Rapid(H),Strike,Assault(H)
29,覚醒〈ヒーローライク〉,PUR,3,Strike,Strike,Assault,Technical(H),Rapid(H),Technical,Rapid,Support,Rapid(H),Rapid(V),Technical,Assault(H)
30,覚醒〈ヒート〉,PUR,3,Technical,Strike,Strike,Support(V),Strike(H),Assault,Strike,Technical,Rapid(H),Strike(V),Rapid,Strike(H)
31,覚醒〈コンバット〉,PUR,3,Assault,Technical,Support,Support(H),Strike(V),Support,Technical,Support,Strike(H),Assault(H),Support,Rapid(V)
32,覚醒〈ファンシー〉,PUR,3,Assault,Support,Assault,Assault(H),Assault(H),Support,Strike,Strike,Technical(V),Support(H),Assault,Support(H)
33,覚醒〈デンジャラス〉,PUR,3,Support,Technical,Rapid,Assault(H),Technical(H),Technical,Rapid,Technical,Rapid(V),Technical(V),Strike,Strike(V)
34,悪の騎士,PUR,3,Support,Rapid,Assault,Technical(H),Support(H),Strike,Technical,Assault,Rapid(H),Strike(V),Technical,Rapid(V)
35,悪の騎士〈ヒーローライク〉,PUR,3,Strike,Assault,Support,Technical(V),Technical(V),Technical,Technical,Technical,Rapid(H),Assault(H),Technical,Strike(H)
36,悪の騎士〈ヒート〉,PUR,3,Assault,Assault,Technical,Assault(H),Strike(V),Assault,Strike,Rapid,Support(H),Strike(H),Strike,Assault(H)
37,悪の騎士〈コンバット〉,PUR,3,Support,Support,Support,Technical(V),Support(H),Assault,Technical,Technical,Strike(V),Strike(H),Rapid,Support(V)
38,悪の騎士〈ファンシー〉,PUR,3,Technical,Support,Strike,Strike(H),Strike(V),Assault,Support,Strike,Strike(H),Rapid(V),Support,Strike(H)
39,悪の騎士〈デンジャラス〉,PUR,3,Support,Assault,Rapid,Rapid(H),Technical(H),Support,Rapid,Rapid,Rapid(H),Rapid(V),Assault,Technical(H)
40,サイバーパンク,PUR,3,Rapid,Strike,Rapid,Support(H),Technical(H),Rapid,Assault,Assault,Strike(V),Strike(H),Technical,Technical(V)
41,サイバーパンク〈ヒート〉,PUR,3,Strike,Rapid,Rapid,Rapid(V),Assault(H),Technical,Technical,Support,Support(V),Assault(H),Strike,Strike(V)
42,サイバーパンク〈ヒーローライク〉,PUR,3,Assault,Rapid,Support,Strike(V),Technical(V),Assault,Rapid,Strike,Technical(H),Strike(H),Assault,Rapid(H)
