No,コスチューム名,レアリティ,星,Normal Slot 1,Normal Slot 2,Normal Slot 3,Normal Slot 4,Normal Slot 5,Normal Slot 6,Normal Slot 7,Normal Slot 8,Normal Slot 9,Normal Slot 10,Special Slot 1,Special Slot 2
43,コスチュームε〈デンジャラス〉,PUR,3,Assault,Support,Rapid,Strike(V),Technical(V),Support,Support,Support,Assault(H),Technical(H),Support,Rapid(H)
44,思い出の制服,PUR,3,Assault,Rapid,Strike,Rapid(H),Rapid(H),Assault,Strike,Technical,Rapid(H),Support(H),Technical,Assault(V)
45,思い出の制服〈ヴィランライク〉,PUR,3,Support,Strike,Strike,Rapid(V),Strike(V),Assault,Strike,Technical,Support(V),Assault(V),Strike,Assault(H)
46,思い出の制服〈ヒート〉,PUR,3,Strike,Support,Assault,Assault(H),Assault(H),Strike,Strike,Rapid,Support(V),Strike(H),Support,Support(H)
47,思い出の制服〈コンバット〉,PUR,3,Assault,Strike,Rapid,Strike(H),Support(H),Technical,Assault,Rapid,Strike(V),Strike(H),Rapid,Rapid(V)
48,思い出の制服〈ファンシー〉,PUR,3,Strike,Assault,Rapid,Rapid(V),Strike(H),Assault,Technical,Strike,Rapid(H),Strike(V),Technical,Strike(H)
49,思い出の制服〈デンジャラス〉,PUR,3,Rapid,Strike,Assault,Strike(H),Rapid(V),Rapid,Assault,Strike,Rapid(H),Technical(V),Assault,Technical(H)
50,フルカウル100%,PUR,3,Support,Rapid,Strike,Rapid(H),Strike(V),Technical,Assault,Technical,Strike(V),Rapid(H),Support,Rapid(H)
51,フルカウル100%〈ヴィランライク〉,PUR,3,Strike,Assault,Strike,Rapid(V),Strike(H),Technical,Strike,Technical,Assault(H),Assault(H),Strike,Rapid(V)
52,フルカウル100%〈ヒート〉,PUR,3,Strike,Assault,Support,Assault(H),Support(H),Assault,Strike,Rapid,Assault(H),Rapid(H),Assault,Support(V)
53,フルカウル100%〈コンバット〉,PUR,3,Strike,Support,Support,Assault(V),Support(H),Assault,Support,Rapid,Strike(V),Support(V),Technical,Technical(V)
54,フルカウル100%〈ファンシー〉,PUR,3,Rapid,Support,Rapid,Strike(V),Technical(H),Rapid,Support,Technical,Assault(V),Rapid(H),Rapid,Assault(H)
55,フルカウル100%〈デンジャラス〉,PUR,3,Rapid,Strike,Strike,Strike(H),Technical(V),Assault,Technical,Rapid,Rapid(V),Strike(H),Support,Strike(V)
56,雄英ジャージ〈ヴィランライク〉,R,1,Support,Strike,Assault,Support,Strike,Rapid,Technical,Support,Assault,Technical,Technical,Technical(H)
57,私服〈コンバット〉,R,1,Technical,Strike,Strike,Technical,Strike,Support,Technical,Rapid,Support,Assault,Technical,Support(H)
58,お祭り甚平,PUR,3,Rapid,Strike,Technical,Rapid(V),Rapid(H),Rapid,Strike,Technical,Rapid(V),Strike(H),Rapid,Technical(V)
59,お祭り甚平〈ヴィランライク〉,PUR,3,Assault,Assault,Technical,Rapid(V),Assault(H),Assault,Support,Rapid,Support(H),Technical(H),Technical,Assault(H)
60,お祭り甚平〈ヒート〉,PUR,3,Strike,Strike,Assault,Support(V),Strike(H),Rapid,Rapid,Support,Assault(H),Technical(H),Strike,Support(V)
61,お祭り甚平〈コンバット〉,PUR,3,Technical,Strike,Rapid,Assault(H),Strike(H),Support,Assault,Strike,Support(V),Rapid(V),Support,Technical(H)
62,お祭り甚平〈ファンシー〉,PUR,3,Assault,Technical,Strike,Rapid(V),Assault(H),Strike,Technical,Technical,Technical(V),Support(H),Rapid,Assault(H)
63,お祭り甚平〈デンジャラス〉,PUR,3,Assault,Assault,Strike,Rapid(H),Technical(V),Rapid,Technical,Rapid,Assault(V),Support(V),Assault,Support(H)
64,シュートスタイル,SR,2,Rapid,Assault,Strike,Rapid,Strike(V),Strike,Rapid,Assault,Strike,Technical(H),Assault,Technical(H)
65,サイバーヒーローコスチューム,PUR,3,Technical,Technical,Assault,Assault(H),Technical(V),Strike,Rapid,Rapid,Rapid(H),Strike(H),Rapid,Technical(V)
66,サイバーヒーローコスチューム〈ヴィランライク〉,PUR,3,Support,Technical,Support,Assault(H),Technical(V),Assault,Strike,Strike,Rapid(H),Strike(V),Assault,Support(H)
67,サイバーヒーローコスチューム〈ヒート〉,PUR,3,Support,Assault,Rapid,Support(V),Technical(V),Rapid,Assault,Support,Assault(H),Strike(H),Technical,Rapid(H)
68,サイバーヒーローコスチューム〈コンバット〉,PUR,3,Strike,Strike,Assault,Strike(H),Strike(H),Rapid,Technical,Support,Strike(V),Support(V),Rapid,Strike(H)
69,サイバーヒーローコスチューム〈ファンシー〉,PUR,3,Strike,Rapid,Technical,Strike(V),Support(V),Support,Support,Strike,Strike(V),Assault(H),Strike,Support(V)
70,サイバーヒーローコスチューム〈デンジャラス〉,PUR,3,Assault,Rapid,Technical,Technical(H),Technical(H),Rapid,Assault,Strike,Assault(H),Technical(V),Support,Rapid(H)
71,クリスマス・サンタ衣装,PUR,3,Support,Strike,Support,Strike(V),Support(H),Strike,Rapid,Strike,Support(H),Strike(V),Support,Rapid(H)
72,クリスマス・サンタ衣装〈ヴィランライク〉,PUR,3,Rapid,Technical,Support,Strike(H),Rapid(V),Rapid,Support,Assault,Strike(V),Rapid(H),Assault,Assault(V)
73,クリスマス・サンタ衣装〈ヒート〉,PUR,3,Assault,Rapid,Technical,Rapid(V),Rapid(V),Rapid,Strike,Strike,Technical(V),Rapid(H),Support,Strike(V)
74,クリスマス・サンタ衣装〈コンバット〉,PUR,3,Assault,Rapid,Support,Technical(H),Assault(V),Support,Technical,Support,Strike(V),Assault(H),Technical,Support(H)
75,クリスマス・サンタ衣装〈ファンシー〉,PUR,3,Support,Strike,Technical,Support(H),Technical(H),Assault,Strike,Rapid,Technical(V),Strike(H),Strike,Strike(H)
76,クリスマス・サンタ衣装〈デンジャラス〉,PUR,3,Technical,Support,Technical,Strike(V),Assault(H),Assault,Rapid,Support,Assault(H),Technical(H),Rapid,Support(V)
77,1億部記念コスチューム,PUR,3,Rapid,Support,Assault,Strike(H),Technical(H),Assault,Assault,Rapid,Support(V),Technical(V),Strike,Technical(H)
78,ボランティア活動,PUR,3,Rapid,Assault,Assault,Strike(H),Support(V),Technical,Technical,Rapid,Strike(V),Support(H),Strike,Technical(V)
79,ボランティア活動〈ネイビー〉,PUR,3,Assault,Technical,Strike,Strike(V),Strike(H),Support,Assault,Technical,Technical(H),Rapid(V),Support,Rapid(V)
80,ボランティア活動〈オレンジ〉,PUR,3,Strike,Rapid,Assault,Assault(H),Support(V),Strike,Support,Rapid,Technical(H),Technical(V),Technical,Technical(H)
81,ボランティア活動〈ブラック〉,PUR,3,Support,Rapid,Rapid,Strike(V),Rapid(V),Assault,Technical,Strike,Rapid(H),Assault(H),Assault,Strike(V)
82,ボランティア活動〈ピンク〉,PUR,3,Rapid,Assault,Support,Strike(V),Strike(H),Assault,Strike,Rapid,Support(V),Technical(H),Rapid,Assault(H)
83,ボランティア活動〈スカイブルー〉,PUR,3,Technical,Technical,Rapid,Support(H),Support(V),Rapid,Assault,Strike,Rapid(V),Support(H),Technical,Rapid(H)
84,サマーレジャー,PUR,3,Assault,Rapid,Assault,Strike(H),Support(V),Support,Technical,Rapid,Rapid(H),Strike(V),Technical,Assault(H)
85,サマーレジャー〈コンバット〉,PUR,3,Technical,Rapid,Technical,Strike(H),Support(H),Assault,Strike,Technical,Support(V),Technical(V),Support,Strike(H)
86,ヒーローコスチュームグラントリノver.,PUR,3,Assault,Assault,Rapid,Technical(H),Support(V),Assault,Strike,Rapid,Technical(V),Assault(H),Strike,Support(H)
87,ヒーローコスチュームグラントリノver.〈コンバット〉,PUR,3,Support,Technical,Strike,Support(H),Assault(V),Support,Strike,Assault,Strike(V),Technical(H),Support,Technical(V)
88,雄英ジャージ〈ヒート〉,R,1,Assault,Rapid,Strike,Strike,Technical,Support,Assault,Rapid,Support,Technical,Rapid,Strike(V)
