No,コスチューム名,レアリティ,星,Normal Slot 1,Normal Slot 2,Normal Slot 3,Normal Slot 4,Normal Slot 5,Normal Slot 6,Normal Slot 7,Normal Slot 8,Normal Slot 9,Normal Slot 10,Special Slot 1,Special Slot 2
20,私服〈コンバット〉,PUR,3,Technical,Support,Support,Strike(H),Support(V),Technical,Rapid,Rapid,Assault(V),Strike(H),Rapid,Rapid(V)
21,私服〈ファンシー〉,PUR,3,Support,Support,Strike,Technical(H),Technical(H),Rapid,Technical,Strike,Rapid(V),Assault(V),Technical,Support(V)
22,私服〈デンジャラス〉,PUR,3,Assault,Rapid,Strike,Technical(H),Technical(V),Assault,Assault,Strike,Strike(H),Technical(H),Strike,Assault(V)
23,雄英ジャージ〈ファンシー〉,R,1,Strike,Technical,Technical,Technical,Strike,Rapid,Technical,Assault,Rapid,Assault,Strike,Strike(H)
24,思い出の制服,PUR,3,Rapid,Assault,Technical,Rapid(V),Rapid(H),Rapid,Rapid,Strike,Rapid(V),Strike(H),Technical,Assault(V)
25,思い出の制服〈ヴィランライク〉,PUR,3,Support,Rapid,Assault,Support(H),Rapid(V),Rapid,Technical,Strike,Rapid(H),Strike(V),Technical,Strike(H)
26,思い出の制服〈ヒート〉,PUR,3,Assault,Assault,Strike,Assault(V),Support(H),Rapid,Assault,Technical,Assault(H),Strike(H),Strike,Rapid(V)
27,思い出の制服〈コンバット〉,PUR,3,Support,Rapid,Strike,Assault(H),Assault(V),Support,Support,Strike,Technical(V),Support(H),Assault,Support(V)
28,思い出の制服〈ファンシー〉,PUR,3,Strike,Assault,Support,Technical(H),Strike(H),Technical,Support,Technical,Strike(H),Technical(H),Rapid,Technical(H)
29,思い出の制服〈デンジャラス〉,PUR,3,Rapid,Rapid,Rapid,Technical(H),Strike(H),Support,Assault,Strike,Strike(V),Technical(V),Support,Strike(H)
30,雄英ジャージ〈コンバット〉,R,1,Strike,Assault,Strike,Support,Rapid,Strike,Support,Rapid,Assault,Strike,Rapid,Technical(H)
31,チャイナ風ドレス,PUR,3,Assault,Rapid,Rapid,Rapid(H),Support(V),Rapid,Strike,Assault,Rapid(H),Strike(H),Strike,Assault(V)
32,チャイナ風ドレス〈ヴィランライク〉,PUR,3,Assault,Strike,Technical,Strike(H),Assault(V),Strike,Assault,Assault,Rapid(V),Support(H),Technical,Strike(V)
33,チャイナ風ドレス〈ヒート〉,PUR,3,Assault,Strike,Rapid,Support(V),Strike(H),Technical,Strike,Strike,Support(H),Assault(H),Support,Rapid(H)
34,チャイナ風ドレス〈コンバット〉,PUR,3,Technical,Support,Support,Support(H),Strike(V),Assault,Technical,Rapid,Support(H),Strike(V),Strike,Support(H)
35,チャイナ風ドレス〈ファンシー〉,PUR,3,Assault,Technical,Rapid,Rapid(H),Strike(V),Assault,Support,Strike,Strike(V),Assault(V),Rapid,Technical(H)
36,チャイナ風ドレス〈デンジャラス〉,PUR,3,Technical,Assault,Strike,Technical(V),Technical(H),Support,Technical,Strike,Assault(V),Technical(V),Assault,Technical(H)
37,お祭り浴衣,PUR,3,Rapid,Strike,Support,Strike(H),Rapid(H),Strike,Rapid,Technical,Rapid(V),Strike(V),Support,Technical(V)
38,お祭り浴衣〈ヴィランライク〉,PUR,3,Strike,Strike,Assault,Rapid(V),Strike(H),Assault,Assault,Rapid,Rapid(H),Strike(H),Support,Support(H)
39,お祭り浴衣〈ヒート〉,PUR,3,Support,Strike,Support,Support(V),Rapid(H),Strike,Assault,Technical,Assault(H),Strike(H),Strike,Assault(V)
40,お祭り浴衣〈コンバット〉,PUR,3,Strike,Support,Assault,Rapid(H),Strike(V),Rapid,Support,Rapid,Strike(H),Support(V),Rapid,Strike(H)
41,お祭り浴衣〈ファンシー〉,PUR,3,Rapid,Technical,Support,Strike(V),Technical(V),Support,Support,Technical,Strike(H),Technical(H),Assault,Assault(H)
42,お祭り浴衣〈デンジャラス〉,PUR,3,Assault,Rapid,Assault,Technical(H),Strike(V),Rapid,Assault,Rapid,Strike(V),Technical(H),Technical,Rapid(V)
43,ヒーローコスチュームβver.〈コンバット〉,R,1,Support,Technical,Support,Strike,Technical,Technical,Support,Rapid,Strike,Rapid,Rapid,Assault(V)
44,ヒーローコスチュームβver.〈ヒート〉,R,1,Strike,Technical,Technical,Technical,Support,Support,Strike,Strike,Rapid,Strike,Strike,Technical(H)
45,くノー,PUR,3,Support,Support,Technical,Strike(V),Assault(H),Technical,Assault,Assault,Rapid(H),Strike(V),Technical,Rapid(H)
46,くノー〈ヴィランライク〉,PUR,3,Technical,Strike,Technical,Assault(H),Strike(V),Rapid,Strike,Support,Strike(H),Rapid(H),Strike,Assault(V)
47,くノー〈ヒート〉,PUR,3,Assault,Support,Support,Assault(V),Strike(V),Strike,Rapid,Technical,Rapid(V),Strike(V),Support,Assault(H)
48,くノー〈コンバット〉,PUR,3,Support,Strike,Rapid,Support(V),Assault(H),Assault,Rapid,Support,Technical(V),Assault(H),Technical,Support(H)
49,くノー〈ファンシー〉,PUR,3,Rapid,Strike,Technical,Assault(H),Assault(H),Support,Strike,Strike,Support(H),Rapid(V),Rapid,Rapid(V)
50,くノー〈デンジャラス〉,PUR,3,Support,Support,Rapid,Rapid(H),Assault(V),Technical,Strike,Technical,Assault(H),Rapid(H),Assault,Strike(V)
51,ヒーローコスチューム〈ファンシー〉,R,1,Support,Strike,Strike,Support,Technical,Technical,Technical,Assault,Rapid,Assault,Assault,Support(V)
52,雄英ジャージ〈ヴィランライク〉,R,1,Assault,Support,Strike,Support,Technical,Assault,Assault,Rapid,Strike,Rapid,Assault,Rapid(V)
53,スーパースター・アイドル,PUR,3,Strike,Strike,Assault,Rapid(H),Support(H),Rapid,Assault,Support,Technical(V),Technical(H),Rapid,Strike(H)
54,スーパースター・アイドル〈ビオラ〉,PUR,3,Rapid,Rapid,Assault,Strike(H),Support(V),Support,Strike,Rapid,Support(H),Strike(H),Assault,Assault(V)
55,スーパースター・アイドル〈スカーレット〉,PUR,3,Assault,Technical,Strike,Rapid(H),Technical(H),Support,Support,Rapid,Technical(V),Assault(H),Strike,Technical(V)
56,スーパースター・アイドル〈アプリコット〉,PUR,3,Assault,Assault,Strike,Support(V),Technical(V),Technical,Strike,Support,Strike(H),Technical(H),Support,Support(V)
57,スーパースター・アイドル〈ミモザ〉,PUR,3,Support,Technical,Assault,Strike(V),Support(V),Rapid,Rapid,Assault,Technical(H),Strike(V),Technical,Assault(H)
58,スーパースター・アイドル〈ラナンキュラス〉,PUR,3,Strike,Rapid,Rapid,Assault(H),Rapid(V),Assault,Support,Strike,Rapid(H),Support(V),Rapid,Rapid(H)
59,ボランティア活動,PUR,3,Assault,Assault,Strike,Strike(H),Rapid(H),Rapid,Technical,Support,Technical(V),Support(V),Technical,Technical(H)
60,ボランティア活動〈ネイビー〉,PUR,3,Rapid,Assault,Technical,Technical(H),Support(V),Support,Strike,Support,Assault(H),Rapid(V),Rapid,Strike(V)
61,サマーレジャー,PUR,3,Rapid,Assault,Assault,Strike(H),Support(V),Technical,Strike,Assault,Assault(H),Support(V),Strike,Strike(V)
62,サマーレジャー〈ヴィランライク〉,PUR,3,Strike,Strike,Technical,Assault(H),Rapid(H),Support,Support,Rapid,Strike(V),Support(V),Technical,Assault(H)
63,サマーレジャー〈ヒート〉,PUR,3,Assault,Strike,Assault,Support(V),Support(H),Technical,Strike,Strike,Rapid(H),Technical(V),Assault,Technical(V)
64,サマーレジャー〈コンバット〉,PUR,3,Assault,Rapid,Rapid,Support(H),Strike(V),Technical,Rapid,Technical,Support(V),Assault(H),Strike,Rapid(H)
65,サマーレジャー〈ファンシー〉,PUR,3,Technical,Rapid,Technical,Assault(H),Support(V),Assault,Technical,Strike,Strike(H),Technical(V),Support,Support(H)
66,サマーレジャー〈デンジャラス〉,PUR,3,Support,Assault,Support,Strike(V),Technical(V),Strike,Support,Rapid,Technical(H),Assault(H),Rapid,Technical(V)
67,オープンフェイス,PUR,3,Rapid,Rapid,Technical,Rapid,Rapid(H),Strike,Technical,Strike,Rapid,Assault(V),Rapid,Assault(H)
68,クリスマス・サンタ衣装,PUR,3,Rapid,Strike,Assault,Rapid(H),Support(H),Assault,Assault,Rapid,Strike(V),Technical(V),Rapid,Support(H)
69,クリスマス・サンタ衣装〈ヴィランライク〉,PUR,3,Strike,Support,Technical,Support(V),Technical(H),Assault,Strike,Technical,Rapid(V),Support(H),Strike,Assault(H)
70,クリスマス・サンタ衣装〈ヒート〉,PUR,3,Rapid,Rapid,Assault,Strike(H),Technical(H),Strike,Strike,Strike,Rapid(V),Technical(V),Support,Strike(V)
71,クリスマス・サンタ衣装〈コンバット〉,PUR,3,Support,Technical,Strike,Rapid(H),Support(H),Strike,Assault,Rapid,Strike(V),Support(V),Technical,Technical(V)
72,クリスマス・サンタ衣装〈ファンシー〉,PUR,3,Assault,Support,Rapid,Strike(H),Assault(H),Assault,Support,Technical,Support(V),Strike(V),Assault,Rapid(H)
73,クリスマス・サンタ衣装〈デンジャラス〉,PUR,3,Assault,Technical,Assault,Support(V),Rapid(H),Strike,Assault,Technical,Technical(H),Technical(V),Strike,Rapid(V)
