No,コスチューム名,レアリティ,星,Normal Slot 1,Normal Slot 2,Normal Slot 3,Normal Slot 4,Normal Slot 5,Normal Slot 6,Normal Slot 7,Normal Slot 8,Normal Slot 9,Normal Slot 10,Special Slot 1,Special Slot 2
22,ヒーローコスチューム〈ヴィランライク〉,R,1,Technical,Support,Technical,Assault,Technical,Support,Rapid,Support,Strike,Support,Rapid,Assault(V)
23,ヒーローコスチューム〈ファンシー〉,R,1,Rapid,Support,Technical,Assault,Support,Assault,Rapid,Technical,Strike,Support,Assault,Rapid(H)
24,雄英夏服,SR,2,Technical,Strike,Rapid,Rapid,Strike(H),Technical,Support,Assault,Assault,Support(H),Rapid,Support(V)
25,グラスオフ〈コンバット〉,R,1,Technical,Support,Rapid,Technical,Technical,Support,Rapid,Assault,Technical,Support,Technical,Strike(H)
26,異世界装束,PUR,3,Assault,Rapid,Rapid,Technical(H),Support(H),Rapid,Strike,Rapid,Support(V),Rapid(V),Technical,Rapid(H)
27,異世界装束〈ヴィランライク〉,PUR,3,Assault,Strike,Technical,Strike(V),Rapid(H),Assault,Strike,Strike,Strike(H),Rapid(H),Support,Assault(V)
28,異世界装束〈ヒート〉,PUR,3,Strike,Support,Support,Technical(V),Strike(H),Support,Technical,Rapid,Support(V),Assault(V),Strike,Rapid(H)
29,異世界装束〈コンバット〉,PUR,3,Technical,Support,Support,Technical(H),Strike(V),Strike,Support,Technical,Technical(V),Technical(V),Assault,Support(V)
30,異世界装束〈ファンシー〉,PUR,3,Assault,Technical,Rapid,Rapid(H),Strike(H),Assault,Technical,Assault,Rapid(H),Assault(H),Rapid,Strike(V)
31,異世界装束〈デンジャラス〉,PUR,3,Technical,Assault,Strike,Technical(H),Support(V),Assault,Rapid,Strike,Support(V),Rapid(V),Technical,Technical(H)
32,諦めざる心,PUR,3,Rapid,Strike,Assault,Technical(V),Rapid(V),Technical,Rapid,Strike,Support(H),Assault(H),Rapid,Assault(H)
33,諦めざる心〈ヴィランライク〉,PUR,3,Assault,Support,Strike,Rapid(V),Technical(H),Technical,Support,Support,Strike(V),Rapid(H),Strike,Rapid(V)
34,諦めざる心〈ヒート〉,PUR,3,Rapid,Strike,Assault,Strike(H),Technical(V),Technical,Strike,Assault,Support(H),Rapid(V),Support,Support(H)
35,諦めざる心〈コンバット〉,PUR,3,Strike,Assault,Rapid,Strike(V),Support(H),Support,Assault,Assault,Technical(V),Technical(H),Technical,Strike(H)
36,諦めざる心〈ファンシー〉,PUR,3,Support,Technical,Strike,Assault(H),Rapid(H),Technical,Support,Assault,Technical(V),Rapid(V),Assault,Technical(V)
37,諦めざる心〈デンジャラス〉,PUR,3,Strike,Rapid,Strike,Support(V),Technical(H),Support,Strike,Support,Assault(V),Rapid(H),Support,Strike(V)
