No,コスチューム名,レアリティ,星,Normal Slot 1,Normal Slot 2,Normal Slot 3,Normal Slot 4,Normal Slot 5,Normal Slot 6,Normal Slot 7,Normal Slot 8,Normal Slot 9,Normal Slot 10,Special Slot 1,Special Slot 2
15,カジュアルスタイル〈デンジャラス〉,PUR,3,Assault,Support,Assault,Support(V),Technical(V),Technical,Assault,Strike,Rapid(V),Technical(H),Technical,Rapid(V)
16,諦めざる心,PUR,3,Technical,Strike,Strike,Rapid(V),Strike(H),Rapid,Technical,Strike,Assault(H),Rapid(V),Strike,Rapid(H)
17,諦めざる心〈ヴィランライク〉,PUR,3,Assault,Technical,Support,Strike(H),Rapid(V),Technical,Rapid,Strike,Rapid(H),Strike(H),Support,Assault(H)
18,諦めざる心〈ヒート〉,PUR,3,Assault,Rapid,Technical,Rapid(H),Rapid(H),Strike,Strike,Rapid,Assault(V),Technical(V),Technical,Support(H)
19,諦めざる心〈コンバット〉,PUR,3,Assault,Rapid,Support,Technical(V),Rapid(V),Strike,Support,Assault,Technical(H),Support(V),Strike,Strike(V)
20,諦めざる心〈ファンシー〉,PUR,3,Assault,Rapid,Technical,Strike(H),Support(V),Support,Assault,Support,Technical(V),Rapid(V),Support,Technical(V)
21,諦めざる心〈デンジャラス〉,PUR,3,Technical,Strike,Rapid,Strike(H),Rapid(V),Rapid,Strike,Technical,Rapid(H),Assault(H),Assault,Assault(H)
22,ヒーローコスチュームαver.,PUR,3,Strike,Rapid,Strike,Rapid(H),Strike(V),Assault,Strike,Rapid,Technical(H),Rapid(V),Technical,Support(V)
23,ヒーローコスチュームαver.〈ヴィランライク〉,PUR,3,Support,Support,Technical,Strike(V),Rapid(H),Assault,Strike,Support,Rapid(H),Strike(V),Strike,Rapid(H)
24,ヒーローコスチュームαver.〈ヒート〉,PUR,3,Assault,Rapid,Support,Technical(H),Strike(V),Strike,Rapid,Strike,Support(V),Assault(H),Assault,Technical(V)
25,ヒーローコスチュームαver.〈コンバット〉,PUR,3,Assault,Rapid,Support,Strike(H),Support(V),Support,Rapid,Assault,Strike(V),Support(H),Technical,Strike(H)
26,ヒーローコスチュームαver.〈ファンシー〉,PUR,3,Strike,Strike,Rapid,Strike(H),Strike(V),Rapid,Strike,Strike,Technical(H),Rapid(V),Strike,Strike(H)
27,ヒーローコスチュームαver.〈デンジャラス〉,PUR,3,Technical,Strike,Assault,Strike(H),Assault(H),Assault,Technical,Assault,Strike(V),Technical(H),Support,Rapid(H)
28,異世界装束,PUR,3,Strike,Strike,Technical,Strike(V),Technical(V),Assault,Technical,Strike,Assault(V),Technical(H),Assault,Strike(H)
29,異世界装束〈ヴィランライク〉,PUR,3,Assault,Assault,Rapid,Strike(V),Rapid(V),Rapid,Assault,Strike,Assault(H),Strike(V),Assault,Strike(H)
30,異世界装束〈ヒート〉,PUR,3,Rapid,Assault,Assault,Rapid(H),Assault(H),Strike,Technical,Strike,Assault(V),Support(H),Assault,Technical(V)
31,異世界装束〈コンバット〉,PUR,3,Strike,Support,Rapid,Support(H),Strike(V),Rapid,Support,Support,Strike(H),Support(H),Rapid,Strike(H)
32,異世界装束〈ファンシー〉,PUR,3,Technical,Assault,Rapid,Support(V),Strike(V),Support,Technical,Assault,Technical(H),Technical(V),Support,Technical(H)
33,異世界装束〈デンジャラス〉,PUR,3,Assault,Support,Technical,Strike(H),Strike(V),Rapid,Support,Strike,Support(H),Technical(H),Rapid,Technical(V)
34,カンフー装束,PUR,3,Assault,Rapid,Support,Rapid(H),Support(V),Strike,Technical,Rapid,Rapid(V),Support(H),Strike,Assault(H)
35,カンフー装束〈ヴィランライク〉,PUR,3,Strike,Technical,Support,Strike(H),Technical(H),Rapid,Rapid,Strike,Strike(V),Assault(V),Technical,Assault(H)
36,カンフー装束〈ヒート〉,PUR,3,Strike,Strike,Technical,Rapid(V),Strike(H),Rapid,Assault,Strike,Rapid(H),Rapid(V),Strike,Rapid(H)
37,カンフー装束〈コンバット〉,PUR,3,Support,Rapid,Assault,Support(H),Assault(V),Rapid,Assault,Rapid,Strike(V),Support(V),Rapid,Support(H)
38,カンフー装束〈ファンシー〉,PUR,3,Assault,Technical,Rapid,Technical(H),Rapid(H),Assault,Technical,Rapid,Rapid(H),Technical(H),Strike,Rapid(V)
39,カンフー装束〈デンジャラス〉,PUR,3,Strike,Assault,Rapid,Strike(H),Strike(V),Strike,Rapid,Assault,Rapid(V),Assault(H),Support,Technical(V)
40,ヒーローコスチューム〈ファンシー〉,R,1,Strike,Assault,Support,Technical,Strike,Assault,Assault,Support,Rapid,Strike,Technical,Rapid(H)
41,ヒーローコスチュームβver.〈ヴィランライク〉,R,1,Assault,Support,Assault,Rapid,Technical,Assault,Technical,Rapid,Strike,Strike,Support,Rapid(V)
42,お祭り甚平,PUR,3,Rapid,Technical,Strike,Assault(H),Support(H),Rapid,Support,Support,Rapid(H),Strike(V),Assault,Technical(V)
43,お祭り甚平〈ヴィランライク〉,PUR,3,Support,Rapid,Support,Strike(V),Support(H),Strike,Rapid,Support,Assault(V),Rapid(H),Support,Assault(H)
44,お祭り甚平〈ヒート〉,PUR,3,Support,Assault,Rapid,Support(H),Support(H),Assault,Assault,Support,Support(H),Assault(V),Technical,Strike(V)
45,お祭り甚平〈コンバット〉,PUR,3,Strike,Strike,Assault,Rapid(H),Support(V),Assault,Rapid,Support,Strike(H),Support(V),Rapid,Assault(H)
46,お祭り甚平〈ファンシー〉,PUR,3,Assault,Rapid,Technical,Strike(H),Support(V),Support,Assault,Strike,Rapid(H),Strike(H),Assault,Support(H)
47,お祭り甚平〈デンジャラス〉,PUR,3,Strike,Strike,Technical,Technical(V),Support(H),Rapid,Support,Assault,Strike(V),Technical(H),Strike,Rapid(V)
48,サイバーヒーローコスチューム,PUR,3,Strike,Technical,Rapid,Rapid(V),Strike(V),Assault,Rapid,Rapid,Rapid(V),Support(V),Strike,Technical(V)
49,サイバーヒーローコスチューム〈ヴィランライク〉,PUR,3,Assault,Support,Rapid,Rapid(V),Strike(H),Assault,Strike,Technical,Strike(H),Assault(V),Strike,Assault(H)
50,サイバーヒーローコスチューム〈ヒート〉,PUR,3,Strike,Support,Technical,Assault(H),Strike(V),Strike,Strike,Support,Technical(V),Strike(H),Rapid,Support(V)
51,サイバーヒーローコスチューム〈コンバット〉,PUR,3,Rapid,Assault,Rapid,Strike(H),Support(V),Technical,Support,Support,Support(H),Strike(V),Assault,Technical(H)
52,サイバーヒーローコスチューム〈ファンシー〉,PUR,3,Support,Assault,Technical,Strike(V),Technical(H),Assault,Technical,Rapid,Rapid(V),Strike(H),Support,Strike(V)
53,サイバーヒーローコスチューム〈デンジャラス〉,PUR,3,Rapid,Support,Rapid,Strike(H),Technical(H),Technical,Assault,Strike,Technical(V),Technical(V),Technical,Rapid(H)
54,雄英ジャージ飯田カスタムver.〈コンバット〉,R,1,Support,Rapid,Support,Strike,Rapid,Assault,Support,Rapid,Support,Strike,Strike,Support(V)
55,1億部記念コスチューム,PUR,3,Support,Technical,Support,Strike(H),Strike(V),Rapid,Support,Assault,Assault(H),Technical(V),Rapid,Support(V)
56,ボランティア活動,PUR,3,Strike,Strike,Rapid,Rapid(H),Assault(H),Support,Assault,Technical,Technical(V),Rapid(V),Support,Strike(H)
57,ボランティア活動〈ネイビー〉,PUR,3,Support,Technical,Strike,Technical(H),Support(V),Assault,Strike,Support,Rapid(V),Assault(H),Assault,Support(V)
58,ボランティア活動〈オレンジ〉,PUR,3,Assault,Strike,Technical,Rapid(H),Technical(V),Technical,Support,Technical,Rapid(H),Strike(V),Strike,Strike(H)
59,ボランティア活動〈グリーン〉,PUR,3,Rapid,Assault,Assault,Strike(V),Technical(H),Assault,Technical,Support,Assault(H),Support(V),Rapid,Rapid(V)
60,ボランティア活動〈ピンク〉,PUR,3,Rapid,Strike,Strike,Assault(H),Technical(V),Strike,Rapid,Assault,Strike(V),Technical(H),Technical,Technical(V)
61,ボランティア活動〈ブラック〉,PUR,3,Support,Strike,Support,Technical(H),Support(H),Rapid,Assault,Rapid,Strike(V),Rapid(V),Strike,Assault(H)
62,ヒーローコスチューム〈ヒート〉,R,1,Strike,Strike,Assault,Support,Strike,Assault,Support,Support,Rapid,Strike,Strike,Support(H)
