No,コスチューム名,レアリティ,星,Normal Slot 1,Normal Slot 2,Normal Slot 3,Normal Slot 4,Normal Slot 5,Normal Slot 6,Normal Slot 7,Normal Slot 8,Normal Slot 9,Normal Slot 10,Special Slot 1,Special Slot 2
20,カンフー装束〈コンバット〉,PUR,3,Assault,Support,Rapid,Rapid(H),Support(V),Strike,Support,Support,Support(H),Assault(H),Rapid,Strike(H)
21,カンフー装束〈ファンシー〉,PUR,3,Rapid,Support,Technical,Assault(H),Rapid(V),Strike,Support,Technical,Strike(H),Support(H),Strike,Support(V)
22,カンフー装束〈デンジャラス〉,PUR,3,Assault,Technical,Rapid,Rapid(H),Rapid(V),Rapid,Rapid,Technical,Technical(H),Technical(H),Support,Support(V)
23,トラックスーツ〈ヒート〉,R,1,Support,Assault,Rapid,Rapid,Strike,Support,Assault,Rapid,Support,Technical,Technical,Rapid(V)
24,ヘルメットオフ〈コンバット〉,R,1,Assault,Assault,Strike,Assault,Rapid,Technical,Assault,Assault,Strike,Assault,Strike,Technical(V)
25,忍,PUR,3,Technical,Assault,Assault,Rapid(H),Strike(V),Rapid,Technical,Support,Rapid(H),Strike(V),Technical,Strike(H)
26,忍〈ヴィランライク〉,PUR,3,Rapid,Strike,Support,Strike(H),Rapid(H),Strike,Technical,Support,Assault(V),Rapid(H),Assault,Assault(H)
27,忍〈ヒート〉,PUR,3,Strike,Rapid,Technical,Rapid(V),Strike(V),Assault,Technical,Support,Support(H),Assault(V),Technical,Support(V)
28,忍〈コンバット〉,PUR,3,Assault,Rapid,Support,Technical(H),Assault(H),Assault,Technical,Support,Strike(V),Support(H),Strike,Rapid(H)
29,忍〈ファンシー〉,PUR,3,Support,Strike,Strike,Support(V),Rapid(V),Support,Technical,Strike,Rapid(V),Strike(H),Rapid,Technical(H)
30,忍〈デンジャラス〉,PUR,3,Technical,Strike,Technical,Assault(H),Technical(H),Rapid,Technical,Assault,Strike(H),Technical(V),Support,Rapid(V)
31,ヘルメットオフ〈ヴィランライク〉,R,1,Support,Rapid,Assault,Support,Rapid,Rapid,Rapid,Technical,Rapid,Strike,Assault,Support(H)
32,異世界装束,PUR,3,Assault,Technical,Technical,Support(H),Technical(H),Strike,Rapid,Technical,Strike(H),Strike(V),Rapid,Strike(V)
33,異世界装束〈ヒート〉,PUR,3,Support,Assault,Technical,Support(H),Strike(H),Strike,Strike,Technical,Assault(H),Strike(H),Strike,Strike(H)
34,ボランティア活動,PUR,3,Assault,Rapid,Support,Support(V),Rapid(H),Support,Technical,Technical,Strike(V),Support(H),Rapid,Rapid(H)
35,ボランティア活動〈ブラック〉,PUR,3,Strike,Rapid,Rapid,Rapid(V),Support(V),Technical,Assault,Strike,Rapid(H),Assault(H),Technical,Assault(H)
36,ボランティア活動〈オレンジ〉,PUR,3,Technical,Technical,Rapid,Strike(V),Assault(H),Support,Technical,Support,Technical(V),Strike(H),Strike,Support(V)
37,ボランティア活動〈グリーン〉,PUR,3,Assault,Assault,Technical,Technical(H),Technical(V),Assault,Rapid,Assault,Strike(H),Support(V),Assault,Strike(H)
38,ボランティア活動〈ピンク〉,PUR,3,Strike,Strike,Assault,Technical(H),Technical(H),Rapid,Strike,Support,Strike(V),Rapid(V),Support,Technical(V)
39,ボランティア活動〈スカイブルー〉,PUR,3,Rapid,Assault,Support,Strike(H),Rapid(V),Support,Technical,Strike,Assault(H),Technical(V),Technical,Strike(V)
40,お祭り法被,PUR,3,Assault,Assault,Assault,Strike(H),Strike(V),Rapid,Support,Technical,Rapid(H),Support(V),Support,Rapid(H)
41,お祭り法被〈ヴィランライク〉,PUR,3,Technical,Assault,Strike,Rapid(V),Support(H),Assault,Strike,Technical,Technical(H),Support(V),Rapid,Technical(V)
42,お祭り法被〈ヒート〉,PUR,3,Support,Technical,Rapid,Strike(H),Rapid(V),Support,Assault,Assault,Technical(V),Rapid(H),Assault,Support(V)
43,お祭り法被〈コンバット〉,PUR,3,Rapid,Strike,Assault,Technical(H),Support(V),Strike,Rapid,Assault,Support(V),Support(H),Technical,Technical(H)
44,お祭り法被〈ファンシー〉,PUR,3,Strike,Support,Technical,Assault(H),Strike(V),Assault,Strike,Rapid,Rapid(H),Technical(V),Strike,Strike(V)
45,お祭り法被〈デンジャラス〉,PUR,3,Support,Assault,Assault,Rapid(H),Technical(V),Support,Technical,Strike,Rapid(V),Rapid(H),Rapid,Assault(H)
46,異世界装束〈コンバット〉,PUR,3,Strike,Strike,Technical,Assault(H),Strike(H),Rapid,Support,Support,Strike(V),Support(V),Support,Assault(V)
