No,コスチューム名,レアリティ,星,Normal Slot 1,Normal Slot 2,Normal Slot 3,Normal Slot 4,Normal Slot 5,Normal Slot 6,Normal Slot 7,Normal Slot 8,Normal Slot 9,Normal Slot 10,Special Slot 1,Special Slot 2
20,キョンシー衣装〈ヒート〉,PUR,3,Technical,Assault,Strike,Rapid(H),Strike(H),Assault,Strike,Rapid,Assault(V),Strike(H),Technical,Support(H)
21,キョンシー衣装〈コンバット〉,PUR,3,Strike,Assault,Support,Technical(V),Support(H),Technical,Support,Support,Support(V),Technical(V),Strike,Assault(H)
22,キョンシー衣装〈ファンシー〉,PUR,3,Strike,Rapid,Assault,Support(H),Strike(V),Assault,Technical,Strike,Rapid(H),Strike(V),Technical,Strike(H)
23,キョンシー衣装〈デンジャラス〉,PUR,3,Rapid,Rapid,Strike,Assault(H),Strike(H),Technical,Assault,Rapid,Technical(H),Technical(H),Rapid,Rapid(H)
24,思い出の制服,PUR,3,Strike,Support,Assault,Rapid(H),Strike(V),Rapid,Technical,Rapid,Rapid(H),Strike(V),Assault,Technical(H)
25,思い出の制服〈ヴィランライク〉,PUR,3,Rapid,Strike,Support,Strike(H),Rapid(V),Assault,Rapid,Rapid,Rapid(H),Strike(H),Strike,Support(V)
26,思い出の制服〈ヒート〉,PUR,3,Assault,Support,Strike,Rapid(H),Strike(H),Strike,Support,Technical,Assault(H),Strike(H),Support,Strike(H)
27,思い出の制服〈コンバット〉,PUR,3,Assault,Support,Support,Strike(H),Assault(H),Rapid,Assault,Rapid,Technical(V),Support(H),Technical,Technical(H)
28,思い出の制服〈ファンシー〉,PUR,3,Support,Support,Strike,Support(H),Strike(V),Support,Assault,Technical,Strike(V),Support(H),Assault,Technical(V)
29,思い出の制服〈デンジャラス〉,PUR,3,Technical,Support,Technical,Support(H),Rapid(H),Rapid,Support,Rapid,Technical(V),Technical(H),Rapid,Strike(H)
30,雄英夏服,SR,2,Strike,Technical,Assault,Technical,Support(H),Technical,Strike,Assault,Rapid,Strike(H),Support,Technical(H)
31,雄英夏服〈ファンシー〉,R,1,Rapid,Strike,Rapid,Technical,Strike,Assault,Support,Strike,Strike,Strike,Rapid,Assault(V)
32,お祭り浴衣,PUR,3,Strike,Strike,Technical,Technical(V),Assault(H),Rapid,Assault,Strike,Rapid(H),Strike(H),Technical,Assault(V)
33,お祭り浴衣〈ヴィランライク〉,PUR,3,Assault,Strike,Strike,Support(V),Strike(H),Rapid,Assault,Assault,Strike(H),Rapid(V),Strike,Technical(V)
34,お祭り浴衣〈ヒート〉,PUR,3,Strike,Rapid,Assault,Rapid(H),Technical(H),Assault,Rapid,Support,Assault(H),Rapid(H),Rapid,Support(H)
35,お祭り浴衣〈コンバット〉,PUR,3,Support,Strike,Technical,Rapid(V),Technical(V),Assault,Rapid,Support,Support(V),Support(V),Support,Strike(H)
36,お祭り浴衣〈ファンシー〉,PUR,3,Rapid,Assault,Strike,Technical(H),Assault(V),Technical,Strike,Technical,Technical(V),Assault(H),Technical,Assault(H)
37,お祭り浴衣〈デンジャラス〉,PUR,3,Assault,Rapid,Technical,Technical(H),Technical(H),Technical,Strike,Support,Strike(H),Assault(V),Assault,Rapid(H)
38,雄英ジャージ,SR,2,Technical,Assault,Support,Rapid,Strike(H),Rapid,Strike,Technical,Rapid,Strike(V),Assault,Strike(V)
39,スーパースター・アイドル,PUR,3,Rapid,Assault,Strike,Strike(V),Rapid(H),Strike,Support,Strike,Assault(H),Technical(V),Assault,Support(H)
40,スーパースター・アイドル〈ビオラ〉,PUR,3,Technical,Rapid,Strike,Support(H),Rapid(V),Assault,Rapid,Technical,Rapid(H),Support(V),Strike,Strike(V)
41,スーパースター・アイドル〈スカーレット〉,PUR,3,Rapid,Support,Rapid,Technical(H),Strike(H),Assault,Strike,Support,Support(H),Strike(V),Rapid,Support(V)
42,スーパースター・アイドル〈アプリコット〉,PUR,3,Assault,Assault,Support,Strike(V),Strike(H),Strike,Assault,Support,Rapid(V),Assault(H),Support,Technical(V)
43,スーパースター・アイドル〈ミモザ〉,PUR,3,Rapid,Strike,Rapid,Assault(H),Support(H),Technical,Strike,Assault,Technical(H),Strike(V),Technical,Rapid(H)
44,スーパースター・アイドル〈ラナンキュラス〉,PUR,3,Strike,Support,Strike,Rapid(H),Assault(V),Support,Rapid,Assault,Strike(V),Strike(H),Support,Assault(H)
45,雄英ジャージ〈ヒート〉,R,1,Assault,Rapid,Technical,Rapid,Support,Assault,Rapid,Strike,Assault,Technical,Assault,Support(V)
46,付きまとう峰田,PUR,3,Rapid,Strike,Rapid,Support(H),Rapid(H),Support,Assault,Technical,Strike(V),Assault(V),Support,Rapid(H)
47,くノー,PUR,3,Rapid,Assault,Support,Strike(V),Support(H),Technical,Strike,Technical,Rapid(H),Support(V),Assault,Assault(H)
48,くノー〈ヴィランライク〉,PUR,3,Assault,Rapid,Strike,Technical(H),Support(V),Technical,Assault,Assault,Strike(H),Rapid(V),Support,Strike(V)
49,くノー〈ヒート〉,PUR,3,Support,Assault,Rapid,Strike(H),Technical(H),Assault,Technical,Strike,Strike(V),Support(V),Technical,Rapid(V)
50,くノー〈コンバット〉,PUR,3,Strike,Assault,Rapid,Rapid(H),Support(V),Technical,Rapid,Technical,Assault(H),Strike(V),Rapid,Support(H)
51,くノー〈ファンシー〉,PUR,3,Technical,Strike,Assault,Technical(H),Rapid(H),Assault,Technical,Support,Support(V),Rapid(V),Strike,Technical(H)
52,くノー〈デンジャラス〉,PUR,3,Rapid,Support,Strike,Assault(V),Support(H),Strike,Technical,Technical,Assault(H),Rapid(V),Technical,Support(V)
