No,コスチューム名,レアリティ,星,Normal Slot 1,Normal Slot 2,Normal Slot 3,Normal Slot 4,Normal Slot 5,Normal Slot 6,Normal Slot 7,Normal Slot 8,Normal Slot 9,Normal Slot 10,Special Slot 1,Special Slot 2
14,私服〈デンジャラス〉,PUR,3,Rapid,Technical,Assault,Technical(H),Support(H),Technical,Support,Assault,Strike(H),Rapid(H),Assault,Technical(V)
15,ヒーローコスチュームαver.〈コンバット〉,R,1,Strike,Strike,Assault,Rapid,Assault,Assault,Support,Rapid,Assault,Assault,Rapid,Support(V)
16,ヒーローコスチューム〈ヴィランライク〉,R,1,Strike,Assault,Rapid,Rapid,Strike,Assault,Strike,Assault,Strike,Strike,Rapid,Assault(V)
17,諦めざる心,PUR,3,Strike,Rapid,Strike,Rapid(H),Strike(H),Rapid,Support,Rapid,Support(H),Rapid(V),Technical,Assault(H)
18,諦めざる心〈ヴィランライク〉,PUR,3,Assault,Support,Strike,Rapid(H),Strike(V),Technical,Strike,Strike,Strike(H),Rapid(V),Assault,Strike(H)
19,諦めざる心〈ヒート〉,PUR,3,Strike,Support,Support,Technical(H),Strike(H),Support,Technical,Rapid,Support(V),Support(H),Strike,Technical(V)
20,諦めざる心〈コンバット〉,PUR,3,Rapid,Support,Support,Strike(V),Technical(V),Strike,Support,Technical,Technical(H),Technical(H),Technical,Rapid(H)
21,諦めざる心〈ファンシー〉,PUR,3,Support,Support,Strike,Assault(H),Technical(H),Assault,Technical,Assault,Assault(H),Assault(V),Rapid,Support(V)
22,諦めざる心〈デンジャラス〉,PUR,3,Rapid,Assault,Strike,Support(H),Technical(H),Assault,Technical,Support,Strike(H),Rapid(H),Support,Technical(H)
23,ヒーローコスチューム〈ファンシー〉,R,1,Support,Support,Technical,Support,Technical,Technical,Technical,Assault,Rapid,Rapid,Technical,Rapid(H)
24,猛火の武将,PUR,3,Assault,Technical,Assault,Support(H),Technical(V),Support,Strike,Rapid,Rapid(H),Strike(H),Strike,Support(V)
25,猛火の武将〈ヒート〉,PUR,3,Support,Rapid,Technical,Support(H),Rapid(H),Support,Strike,Strike,Support(H),Support(V),Assault,Rapid(V)
26,猛火の武将〈コンバット〉,PUR,3,Strike,Strike,Technical,Assault(V),Technical(V),Technical,Strike,Technical,Technical(H),Rapid(H),Rapid,Strike(H)
27,猛火の武将〈ヴィランライク〉,PUR,3,Support,Assault,Technical,Assault(H),Technical(V),Assault,Support,Strike,Assault(H),Assault(H),Strike,Rapid(V)
28,猛火の武将〈ファンシー〉,PUR,3,Assault,Assault,Rapid,Strike(H),Assault(V),Strike,Assault,Assault,Rapid(H),Assault(H),Support,Strike(V)
29,猛火の武将〈デンジャラス〉,PUR,3,Assault,Rapid,Support,Assault(H),Technical(H),Support,Rapid,Strike,Strike(H),Technical(V),Technical,Assault(H)
30,ヒーローコスチューム 傷なしver.,SR,2,Strike,Rapid,Strike,Rapid,Support(V),Rapid,Strike,Technical,Technical,Support(H),Support,Strike(H)
31,サイバーヒーローコスチューム,PUR,3,Assault,Technical,Technical,Strike(H),Support(H),Support,Assault,Assault,Strike(V),Rapid(V),Rapid,Support(H)
32,サイバーヒーローコスチューム〈ヴィランライク〉,PUR,3,Rapid,Technical,Assault,Rapid(H),Strike(V),Assault,Strike,Support,Support(H),Technical(V),Assault,Strike(V)
33,サイバーヒーローコスチューム〈ヒート〉,PUR,3,Technical,Support,Strike,Support(V),Technical(H),Assault,Assault,Strike,Strike(H),Rapid(V),Technical,Rapid(V)
34,サイバーヒーローコスチューム〈コンバット〉,PUR,3,Strike,Rapid,Rapid,Assault(H),Rapid(V),Strike,Assault,Support,Technical(V),Technical(H),Strike,Rapid(H)
35,サイバーヒーローコスチューム〈ファンシー〉,PUR,3,Support,Rapid,Support,Strike(V),Support(H),Strike,Assault,Technical,Rapid(H),Technical(V),Support,Assault(H)
36,サイバーヒーローコスチューム〈デンジャラス〉,PUR,3,Rapid,Assault,Rapid,Support(H),Strike(V),Assault,Technical,Technical,Technical(V),Strike(H),Rapid,Technical(V)
37,レザースタイル,PUR,3,Rapid,Support,Assault,Support(V),Rapid(H),Assault,Strike,Strike,Assault(H),Rapid(V),Support,Technical(H)
38,レザースタイル〈ヴィランライク〉,PUR,3,Support,Technical,Strike,Support(H),Technical(V),Rapid,Assault,Strike,Rapid(H),Assault(V),Rapid,Strike(H)
39,レザースタイル〈ヒート〉,PUR,3,Assault,Rapid,Assault,Technical(V),Technical(H),Strike,Technical,Technical,Strike(V),Assault(H),Strike,Support(H)
40,レザースタイル〈コンバット〉,PUR,3,Strike,Support,Technical,Rapid(V),Assault(H),Assault,Support,Support,Technical(V),Strike(H),Technical,Strike(V)
41,レザースタイル〈ファンシー〉,PUR,3,Rapid,Support,Strike,Rapid(H),Technical(H),Assault,Strike,Assault,Rapid(V),Strike(V),Assault,Assault(V)
42,レザースタイル〈デンジャラス〉,PUR,3,Technical,Rapid,Assault,Strike(V),Support(V),Strike,Support,Strike,Assault(H),Technical(H),Rapid,Rapid(V)
