No,コスチューム名,レアリティ,星,Normal Slot 1,Normal Slot 2,Normal Slot 3,Normal Slot 4,Normal Slot 5,Normal Slot 6,Normal Slot 7,Normal Slot 8,Normal Slot 9,Normal Slot 10,Special Slot 1,Special Slot 2
15,ヒーローコスチューム〈ヴィランライク〉,R,1,Assault,Assault,Support,Rapid,Strike,Assault,Technical,Assault,Rapid,Support,Technical,Assault(H)
16,家庭訪問スーツ〈ヒート〉,R,1,Assault,Rapid,Rapid,Rapid,Technical,Support,Rapid,Technical,Support,Rapid,Rapid,Support(V)
17,ヒーローコスチューム〈コンバット〉,R,1,Support,Rapid,Assault,Technical,Support,Assault,Technical,Support,Support,Strike,Assault,Support(V)
18,カンフー装束,PUR,3,Strike,Rapid,Strike,Assault(H),Assault(H),Rapid,Assault,Assault,Technical(H),Rapid(H),Strike,Technical(V)
19,カンフー装束〈ヴィランライク〉,PUR,3,Assault,Support,Strike,Rapid(H),Strike(H),Assault,Support,Support,Rapid(V),Strike(V),Assault,Rapid(H)
20,カンフー装束〈ヒート〉,PUR,3,Strike,Assault,Support,Assault(H),Strike(V),Support,Rapid,Rapid,Assault(V),Assault(H),Support,Assault(H)
21,カンフー装束〈コンバット〉,PUR,3,Rapid,Support,Strike,Technical(H),Support(H),Support,Rapid,Technical,Technical(H),Support(V),Technical,Support(V)
22,カンフー装束〈ファンシー〉,PUR,3,Support,Technical,Strike,Technical(V),Technical(H),Strike,Assault,Support,Technical(V),Technical(V),Strike,Strike(H)
23,カンフー装束〈デンジャラス〉,PUR,3,Rapid,Assault,Strike,Strike(V),Technical(H),Assault,Strike,Assault,Strike(H),Technical(H),Rapid,Rapid(V)
24,ヒーローコスチューム包帯ver.,SR,2,Technical,Assault,Strike,Rapid,Support(H),Strike,Strike,Rapid,Technical,Rapid(V),Strike,Rapid(H)
25,諦めざる心,PUR,3,Technical,Rapid,Strike,Assault(H),Technical(V),Technical,Support,Assault,Assault(V),Rapid(V),Rapid,Support(H)
26,諦めざる心〈ヴィランライク〉,PUR,3,Support,Technical,Rapid,Strike(V),Technical(V),Strike,Technical,Support,Assault(H),Technical(H),Support,Assault(H)
27,諦めざる心〈ヒート〉,PUR,3,Support,Strike,Technical,Rapid(H),Strike(H),Support,Support,Rapid,Support(H),Technical(H),Assault,Technical(V)
28,諦めざる心〈ファンシー〉,PUR,3,Assault,Rapid,Technical,Assault(H),Rapid(V),Strike,Rapid,Technical,Rapid(V),Support(H),Rapid,Strike(V)
29,諦めざる心〈コンバット〉,PUR,3,Strike,Strike,Assault,Technical(V),Rapid(H),Strike,Strike,Assault,Strike(V),Rapid(H),Technical,Rapid(H)
30,諦めざる心〈デンジャラス〉,PUR,3,Technical,Strike,Assault,Technical(V),Technical(H),Assault,Strike,Strike,Technical(V),Technical(V),Strike,Assault(H)
31,ヒーローコスチューム包帯ver.〈ファンシー〉,R,1,Support,Strike,Strike,Support,Technical,Assault,Technical,Assault,Assault,Assault,Technical,Strike(H)
32,お祭り衣装,PUR,3,Support,Assault,Assault,Strike(V),Rapid(V),Technical,Assault,Support,Rapid(V),Support(H),Rapid,Strike(V)
33,お祭り衣装〈ヴィランライク〉,PUR,3,Technical,Support,Technical,Strike(V),Technical(H),Strike,Technical,Support,Strike(H),Rapid(H),Support,Support(V)
34,お祭り衣装〈ヒート〉,PUR,3,Support,Strike,Support,Assault(H),Assault(H),Technical,Rapid,Technical,Rapid(H),Strike(V),Technical,Strike(H)
35,お祭り衣装〈コンバット〉,PUR,3,Assault,Support,Rapid,Support(V),Support(H),Assault,Rapid,Support,Support(V),Assault(V),Strike,Rapid(H)
36,お祭り衣装〈ファンシー〉,PUR,3,Rapid,Support,Assault,Assault(H),Strike(V),Support,Strike,Strike,Strike(H),Technical(H),Rapid,Assault(H)
37,お祭り衣装〈デンジャラス〉,PUR,3,Support,Technical,Rapid,Assault(H),Strike(V),Technical,Assault,Technical,Strike(H),Assault(H),Assault,Strike(V)
38,クリスマス・サンタ衣装,PUR,3,Strike,Strike,Strike,Strike(H),Strike(V),Support,Support,Support,Support(H),Support(V),Technical,Rapid(V)
39,クリスマス・サンタ衣装〈ヒート〉,PUR,3,Strike,Support,Technical,Assault(H),Strike(H),Assault,Technical,Technical,Support(H),Strike(V),Assault,Strike(H)
40,静寂の武将,PUR,3,Assault,Assault,Strike,Rapid(H),Strike(H),Rapid,Technical,Technical,Support(V),Strike(V),Support,Support(H)
41,静寂の武将〈ヴィランライク〉,PUR,3,Support,Rapid,Assault,Rapid(V),Support(H),Technical,Technical,Strike,Strike(H),Assault(H),Technical,Strike(V)
42,静寂の武将〈ヒート〉,PUR,3,Support,Technical,Technical,Technical(V),Rapid(V),Assault,Support,Strike,Rapid(H),Assault(H),Rapid,Rapid(H)
43,静寂の武将〈コンバット〉,PUR,3,Strike,Rapid,Assault,Strike(H),Rapid(H),Support,Technical,Rapid,Technical(V),Rapid(V),Strike,Support(V)
44,静寂の武将〈ファンシー〉,PUR,3,Rapid,Assault,Strike,Rapid(V),Support(V),Technical,Strike,Technical,Technical(H),Support(H),Assault,Assault(V)
45,静寂の武将〈デンジャラス〉,PUR,3,Assault,Support,Assault,Support(V),Strike(H),Rapid,Assault,Strike,Strike(V),Technical(H),Strike,Technical(H)
46,クリスマス・サンタ衣装〈ヴィランライク〉,PUR,3,Assault,Assault,Rapid,Rapid(H),Strike(H),Assault,Assault,Support,Assault(H),Rapid(V),Support,Rapid(V)
