No,コスチューム名,レアリティ,星,Normal Slot 1,Normal Slot 2,Normal Slot 3,Normal Slot 4,Normal Slot 5,Normal Slot 6,Normal Slot 7,Normal Slot 8,Normal Slot 9,Normal Slot 10,Special Slot 1,Special Slot 2
22,休日出勤〈デンジャラス〉,PUR,3,Assault,Support,Strike,Strike(V),Support(V),Assault,Technical,Rapid,Technical(H),Strike(H),Strike,Assault(V)
23,ストライプスーツ〈ヒート〉,R,1,Technical,Rapid,Strike,Technical,Technical,Support,Strike,Strike,Assault,Assault,Strike,Assault(H)
24,ヒーローコスチューム〈ファンシー〉,R,1,Assault,Rapid,Strike,Support,Support,Assault,Support,Support,Technical,Strike,Strike,Support(H)
25,サポートアイテム,PUR,3,Technical,Support,Assault,Assault(H),Technical(H),Support,Rapid,Strike,Strike(V),Rapid(H),Support,Rapid(V)
26,サポートアイテム〈ヴィランライク〉,PUR,3,Rapid,Technical,Support,Assault(V),Technical(V),Support,Strike,Strike,Strike(H),Strike(H),Strike,Support(H)
27,サポートアイテム〈ヒート〉,PUR,3,Support,Assault,Rapid,Support(H),Technical(H),Assault,Support,Assault,Assault(H),Assault(V),Technical,Rapid(H)
28,サポートアイテム〈コンバット〉,PUR,3,Support,Support,Assault,Strike(H),Assault(H),Support,Support,Rapid,Strike(H),Support(V),Assault,Technical(V)
29,サポートアイテム〈ファンシー〉,PUR,3,Strike,Rapid,Technical,Technical(V),Support(V),Strike,Rapid,Rapid,Rapid(V),Strike(H),Support,Strike(V)
30,サポートアイテム〈デンジャラス〉,PUR,3,Assault,Rapid,Strike,Technical(H),Technical(H),Rapid,Technical,Technical,Strike(H),Rapid(V),Rapid,Assault(H)
31,ストライプスーツ〈ヴィランライク〉,R,1,Support,Assault,Assault,Support,Rapid,Assault,Support,Strike,Strike,Assault,Assault,Support(V)
32,ストライプスーツ〈ファンシー〉,R,1,Strike,Technical,Technical,Technical,Rapid,Strike,Assault,Assault,Rapid,Assault,Rapid,Rapid(H)
33,クリスマス・サンタ衣装,PUR,3,Support,Support,Support,Support(H),Support(V),Strike,Strike,Strike,Strike(V),Strike(H),Strike,Strike(V)
34,クリスマス・サンタ衣装〈ヒート〉,PUR,3,Support,Rapid,Technical,Support(H),Assault(H),Strike,Support,Support,Assault(H),Strike(V),Assault,Strike(H)
35,ストライプスーツ〈コンバット〉,R,1,Support,Support,Strike,Assault,Rapid,Technical,Strike,Assault,Technical,Rapid,Support,Technical(V)
36,1億部記念コスチューム,PUR,3,Rapid,Support,Strike,Technical(V),Support(V),Assault,Technical,Assault,Support(H),Support(V),Rapid,Strike(H)
37,不倒の武将,PUR,3,Rapid,Strike,Assault,Rapid(V),Strike(H),Support,Support,Technical,Assault(H),Strike(V),Assault,Assault(H)
38,不倒の武将〈ヴィランライク〉,PUR,3,Strike,Technical,Technical,Rapid(V),Assault(H),Assault,Support,Support,Technical(H),Technical(V),Strike,Rapid(H)
39,不倒の武将〈ヒート〉,PUR,3,Support,Strike,Support,Strike(V),Support(V),Rapid,Technical,Assault,Technical(H),Rapid(H),Support,Rapid(V)
40,不倒の武将〈コンバット〉,PUR,3,Assault,Rapid,Assault,Support(H),Rapid(V),Rapid,Rapid,Strike,Technical(V),Technical(H),Rapid,Support(V)
41,不倒の武将〈ファンシー〉,PUR,3,Technical,Assault,Assault,Strike(V),Rapid(H),Assault,Support,Assault,Strike(H),Support(V),Technical,Strike(V)
42,不倒の武将〈デンジャラス〉,PUR,3,Rapid,Assault,Technical,Rapid(H),Technical(V),Strike,Support,Strike,Assault(H),Support(V),Assault,Technical(H)
43,サイバーヒーローコスチューム,PUR,3,Support,Assault,Strike,Technical(V),Support(H),Rapid,Rapid,Assault,Strike(V),Rapid(H),Assault,Technical(H)
44,サイバーヒーローコスチューム〈ヴィランライク〉,PUR,3,Technical,Strike,Rapid,Strike(H),Support(V),Strike,Assault,Support,Technical(V),Technical(H),Support,Support(V)
45,サイバーヒーローコスチューム〈ヒート〉,PUR,3,Rapid,Rapid,Assault,Assault(H),Support(V),Assault,Strike,Strike,Technical(V),Support(H),Strike,Rapid(V)
46,サイバーヒーローコスチューム〈コンバット〉,PUR,3,Strike,Technical,Support,Technical(H),Support(H),Strike,Assault,Assault,Rapid(V),Support(V),Technical,Technical(V)
47,サイバーヒーローコスチューム〈ファンシー〉,PUR,3,Support,Assault,Technical,Strike(V),Strike(H),Technical,Strike,Rapid,Support(V),Rapid(H),Rapid,Assault(H)
48,サイバーヒーローコスチューム〈デンジャラス〉,PUR,3,Assault,Support,Technical,Strike(H),Rapid(H),Rapid,Technical,Support,Assault(H),Strike(V),Support,Rapid(H)
49,お祭り法被,PUR,3,Strike,Rapid,Strike,Support(V),Technical(H),Technical,Assault,Assault,Strike(H),Rapid(V),Rapid,Support(H)
50,お祭り法被〈ヴィランライク〉,PUR,3,Assault,Support,Rapid,Strike(V),Technical(V),Rapid,Rapid,Assault,Technical(H),Support(H),Technical,Rapid(V)
51,お祭り法被〈ヒート〉,PUR,3,Rapid,Technical,Technical,Rapid(V),Strike(H),Assault,Strike,Support,Support(H),Support(V),Assault,Rapid(H)
52,お祭り法被〈コンバット〉,PUR,3,Rapid,Assault,Strike,Assault(H),Support(H),Support,Assault,Technical,Rapid(V),Strike(V),Strike,Technical(V)
53,お祭り法被〈ファンシー〉,PUR,3,Support,Strike,Assault,Strike(V),Technical(H),Assault,Technical,Technical,Rapid(H),Support(V),Support,Assault(H)
54,お祭り法被〈デンジャラス〉,PUR,3,Technical,Rapid,Assault,Strike(H),Support(V),Assault,Support,Strike,Strike(H),Technical(V),Assault,Strike(V)
55,レザースタイル,PUR,3,Rapid,Assault,Strike,Support(H),Rapid(V),Assault,Strike,Support,Technical(V),Rapid(H),Strike,Strike(H)
56,レザースタイル〈ヴィランライク〉,PUR,3,Technical,Rapid,Support,Strike(V),Support(V),Strike,Assault,Strike,Rapid(H),Technical(H),Technical,Rapid(H)
57,クリスマス・サンタ衣装〈ヴィランライク〉,PUR,3,Assault,Assault,Technical,Strike(H),Technical(V),Assault,Assault,Assault,Rapid(V),Strike(V),Support,Technical(H)
