No,コスチューム名,レアリティ,星,Normal Slot 1,Normal Slot 2,Normal Slot 3,Normal Slot 4,Normal Slot 5,Normal Slot 6,Normal Slot 7,Normal Slot 8,Normal Slot 9,Normal Slot 10,Special Slot 1,Special Slot 2
20,サイバーヒーローコスチューム〈ヴィランライク〉,PUR,3,Rapid,Technical,Assault,Technical(H),Rapid(H),Technical,Strike,Technical,Assault(V),Technical(V),Strike,Rapid(V)
21,サイバーヒーローコスチューム〈ヒート〉,PUR,3,Support,Strike,Strike,Strike(V),Assault(H),Strike,Support,Support,Assault(H),Strike(H),Support,Support(V)
22,サイバーヒーローコスチューム〈コンバット〉,PUR,3,Support,Technical,Support,Strike(H),Assault(H),Support,Support,Rapid,Support(H),Assault(H),Assault,Strike(H)
23,サイバーヒーローコスチューム〈ファンシー〉,PUR,3,Technical,Assault,Rapid,Technical(H),Assault(V),Rapid,Rapid,Technical,Assault(H),Assault(H),Rapid,Assault(H)
24,サイバーヒーローコスチューム〈デンジャラス〉,PUR,3,Assault,Rapid,Rapid,Rapid(H),Technical(H),Support,Support,Rapid,Rapid(V),Assault(H),Technical,Assault(H)
25,ヒーローコスチューム〈ファンシー〉,R,1,Support,Rapid,Strike,Rapid,Technical,Assault,Technical,Rapid,Rapid,Rapid,Strike,Assault(H)
26,フォーマルスーツ,PUR,3,Assault,Support,Rapid,Strike(H),Support(H),Technical,Technical,Strike,Rapid(V),Technical(V),Assault,Support(V)
27,フォーマルスーツ〈ヴィランライク〉,PUR,3,Support,Support,Technical,Rapid(H),Assault(H),Assault,Strike,Support,Strike(V),Support(V),Rapid,Assault(V)
28,フォーマルスーツ〈ヒート〉,PUR,3,Rapid,Technical,Strike,Rapid(H),Support(V),Strike,Rapid,Assault,Technical(V),Assault(H),Support,Rapid(V)
29,フォーマルスーツ〈コンバット〉,PUR,3,Support,Strike,Assault,Technical(H),Strike(V),Assault,Assault,Rapid,Technical(V),Support(H),Strike,Technical(H)
30,フォーマルスーツ〈ファンシー〉,PUR,3,Strike,Assault,Support,Rapid(V),Technical(H),Technical,Rapid,Support,Assault(H),Strike(V),Technical,Strike(H)
31,フォーマルスーツ〈デンジャラス〉,PUR,3,Assault,Strike,Rapid,Strike(H),Technical(H),Strike,Support,Rapid,Support(V),Assault(V),Rapid,Support(H)
32,"""個性""アシストギア",PUR,3,Rapid,Assault,Assault,Strike(V),Technical(H),Support,Rapid,Assault,Strike(H),Support(V),Assault,Assault(H)
33,"""個性""アシストギア〈ヴィランライク〉",PUR,3,Technical,Technical,Rapid,Support(H),Strike(V),Assault,Assault,Strike,Technical(H),Rapid(V),Strike,Technical(V)
34,"""個性""アシストギア〈ヒート〉",PUR,3,Rapid,Support,Technical,Strike(H),Assault(H),Rapid,Rapid,Support,Strike(V),Technical(V),Support,Strike(V)
35,"""個性""アシストギア〈コンバット〉",PUR,3,Strike,Assault,Technical,Strike(V),Support(V),Strike,Rapid,Support,Assault(H),Strike(H),Rapid,Strike(H)
36,"""個性""アシストギア〈ファンシー〉",PUR,3,Support,Strike,Support,Rapid(V),Technical(V),Assault,Support,Technical,Strike(H),Technical(H),Technical,Support(V)
37,"""個性""アシストギア〈デンジャラス〉",PUR,3,Assault,Rapid,Strike,Assault(V),Technical(H),Support,Strike,Technical,Rapid(V),Support(H),Assault,Rapid(H)
